covariate_id,covariate_name,analysis_id,concept_id
4320332101,condition_occurrence: Hydrocele of tunica vaginalis,101,4320332
45769461101,condition_occurrence: Non-rheumatic mitral valve disease,101,45769461
193322101,condition_occurrence: Right lower quadrant pain,101,193322
195867101,condition_occurrence: Noninflammatory disorder of the vagina,101,195867
377844101,condition_occurrence: Status migrainosus,101,377844
378735101,condition_occurrence: Migraine without aura,101,378735
380733101,condition_occurrence: Otalgia,101,380733
443629101,condition_occurrence: Generalized abdominal tenderness,101,443629
4038038101,condition_occurrence: Bilateral earache,101,4038038
133834101,condition_occurrence: Atopic dermatitis,101,133834
134438101,condition_occurrence: Contact dermatitis,101,134438
137792101,condition_occurrence: Eczema herpeticum,101,137792
37016130101,condition_occurrence: Lesion of oral mucosa,101,37016130
375519101,condition_occurrence: Alcohol withdrawal syndrome,101,375519
4193868101,"condition_occurrence: Sedative, hypnotic AND/OR anxiolytic-related disorder",101,4193868
441536101,condition_occurrence: Mixed acid-base balance disorder,101,441536
29735101,condition_occurrence: Candidiasis of mouth,101,29735
197236101,condition_occurrence: Uterine leiomyoma,101,197236
254061101,condition_occurrence: Pleural effusion,101,254061
432545101,condition_occurrence: Bacterial infectious disease,101,432545
432582101,condition_occurrence: Neoplastic disease of uncertain behavior,101,432582
433163101,condition_occurrence: Deficiency of macronutrients,101,433163
435511101,condition_occurrence: Hypercalcemia,101,435511
444100101,condition_occurrence: Mood disorder,101,444100
4031941101,condition_occurrence: Disorder of glycoprotein metabolism,101,4031941
4093347101,condition_occurrence: Stool finding,101,4093347
4146239101,condition_occurrence: Pruritus of genital organs,101,4146239
4169905101,condition_occurrence: Foot pain,101,4169905
4187218101,condition_occurrence: Pneumonitis due to inhaled substance,101,4187218
4238808101,condition_occurrence: Empyema of pleura,101,4238808
4305080101,condition_occurrence: Abnormal breathing,101,4305080
4330445101,condition_occurrence: Pleuritic pain,101,4330445
40482241101,condition_occurrence: Chronic ulcerative pancolitis,101,40482241
45770886101,condition_occurrence: Disorder of plasma protein metabolism,101,45770886
197494101,condition_occurrence: Viral hepatitis C,101,197494
377535101,condition_occurrence: Sleep walking disorder,101,377535
442306101,condition_occurrence: Adjustment disorder with depressed mood,101,442306
4169106101,condition_occurrence: Feeling unhappy,101,4169106
35610112101,condition_occurrence: Mania with psychotic features,101,35610112
4281826101,condition_occurrence: Lymphocytosis,101,4281826
313219101,condition_occurrence: Phlebitis and thrombophlebitis,101,313219
317009101,condition_occurrence: Asthma,101,317009
372892101,condition_occurrence: Metabolic encephalopathy,101,372892
379812101,condition_occurrence: Exposure keratoconjunctivitis,101,379812
432303101,condition_occurrence: Cocaine abuse,101,432303
433405101,condition_occurrence: Proteus infection,101,433405
436098101,condition_occurrence: Nondependent cocaine abuse in remission,101,436098
444234101,condition_occurrence: Late effect of complications of trauma,101,444234
4002956101,condition_occurrence: Metatarsalgia,101,4002956
4052509101,"condition_occurrence: Abrasion, elbow area",101,4052509
4096313101,condition_occurrence: Multiple injuries,101,4096313
4150062101,condition_occurrence: Knee pain,101,4150062
4213271101,condition_occurrence: Acquired palmoplantar keratoderma,101,4213271
4245975101,condition_occurrence: Hepatic failure,101,4245975
4264073101,condition_occurrence: Fracture of tooth,101,4264073
4307254101,condition_occurrence: Closed fracture,101,4307254
4328879101,condition_occurrence: Volkmann's ischemic contracture following injury,101,4328879
43530666101,condition_occurrence: Dementia with behavioral disturbance,101,43530666
45769207101,condition_occurrence: Pain provoked by trauma,101,45769207
192671101,condition_occurrence: Gastrointestinal hemorrhage,101,192671
313217101,condition_occurrence: Atrial fibrillation,101,313217
435262101,condition_occurrence: Primary open angle glaucoma,101,435262
441051101,condition_occurrence: Thoracic aortic aneurysm without rupture,101,441051
4104431101,condition_occurrence: Alcohol intoxication,101,4104431
4145825101,condition_occurrence: Anorectal disorder,101,4145825
4248277101,"condition_occurrence: Abscess of head, except face",101,4248277
195906101,condition_occurrence: Disorder of lumbar spine,101,195906
4049623101,"condition_occurrence: Moderate major depression, single episode",101,4049623
4068482101,condition_occurrence: Prolapsed lumbar intervertebral disc,101,4068482
4153359101,condition_occurrence: Arthritis of spine,101,4153359
4346975101,condition_occurrence: Lumbar spondylosis,101,4346975
134668101,condition_occurrence: Chronic maxillary sinusitis,101,134668
372599101,condition_occurrence: Severe mixed bipolar I disorder without psychotic features,101,372599
4061734101,condition_occurrence: Abscess of face,101,4061734
4150985101,"condition_occurrence: Bipolar I disorder, most recent episode hypomanic",101,4150985
4194160101,condition_occurrence: Thyroid function tests abnormal,101,4194160
4254485101,condition_occurrence: Finding related to attentiveness,101,4254485
37110250101,condition_occurrence: Atherosclerosis of artery of lower limb,101,37110250
436658101,condition_occurrence: Vitamin deficiency,101,436658
439776101,condition_occurrence: Autism spectrum disorder,101,439776
439780101,condition_occurrence: Autistic disorder,101,439780
4229897101,condition_occurrence: Stupor,101,4229897
40486120101,condition_occurrence: Delay in physiological development,101,40486120
201820101,condition_occurrence: Diabetes mellitus,101,201820
316437101,condition_occurrence: Cerebral atherosclerosis,101,316437
374384101,condition_occurrence: Cerebral ischemia,101,374384
377091101,condition_occurrence: Seizure,101,377091
379802101,condition_occurrence: Neuroleptic malignant syndrome,101,379802
443200101,condition_occurrence: Nervous system symptoms,101,443200
4009303101,condition_occurrence: Diabetic ketoacidosis without coma,101,4009303
4096682101,condition_occurrence: Bleeding from nose,101,4096682
4138617101,condition_occurrence: Psychophysiologic insomnia,101,4138617
4201565101,condition_occurrence: Constricted pupil,101,4201565
4251306101,condition_occurrence: Stress,101,4251306
40482237101,condition_occurrence: Hemiplegia of dominant side,101,40482237
197981101,condition_occurrence: Abdominal tenderness,101,197981
201690101,condition_occurrence: Renal colic,101,201690
314962101,condition_occurrence: Raynaud's disease,101,314962
319041101,condition_occurrence: Orthostatic hypotension,101,319041
372912101,condition_occurrence: Visual discomfort,101,372912
432296101,condition_occurrence: Coagulation factor deficiency syndrome,101,432296
432585101,condition_occurrence: Blood coagulation disorder,101,432585
432863101,condition_occurrence: Acquired coagulation factor deficiency,101,432863
437359101,condition_occurrence: Osteochondritis dissecans,101,437359
439253101,"condition_occurrence: Bipolar affective disorder, currently depressed, mild",101,439253
440374101,condition_occurrence: Obsessive-compulsive disorder,101,440374
440691101,condition_occurrence: Paranoid personality disorder,101,440691
443797101,condition_occurrence: Severe manic bipolar I disorder without psychotic features,101,443797
443876101,condition_occurrence: Obsessive compulsive personality disorder,101,443876
4053320101,condition_occurrence: Compulsive behavior,101,4053320
4058350101,"condition_occurrence: Abrasion, knee",101,4058350
4108644101,condition_occurrence: Abrasion of eye region,101,4108644
4163988101,condition_occurrence: Developmental expressive writing disorder,101,4163988
4171919101,"condition_occurrence: Localized swelling, mass and lump, lower limb",101,4171919
4177651101,condition_occurrence: Depressed bipolar I disorder in partial remission,101,4177651
4195865101,condition_occurrence: Obsessional thoughts,101,4195865
4225324101,condition_occurrence: Resistance to activated protein C due to Factor V Leiden,101,4225324
4228802101,condition_occurrence: Mild recurrent major depression,101,4228802
4306267101,condition_occurrence: Coag./bleeding tests abnormal,101,4306267
372604101,condition_occurrence: Movement disorder,101,372604
373474101,condition_occurrence: Diplopia,101,373474
374923101,condition_occurrence: Bell's palsy,101,374923
375283101,condition_occurrence: Angular blepharoconjunctivitis,101,375283
381020101,condition_occurrence: Conjunctival concretion,101,381020
437843101,"condition_occurrence: Conduct disorder, childhood-onset type",101,437843
441417101,condition_occurrence: Incoordination,101,441417
4009585101,condition_occurrence: Abnormal urine,101,4009585
4114624101,condition_occurrence: Coordination problem,101,4114624
4299417101,condition_occurrence: Basal cell carcinoma of face,101,4299417
42537729101,condition_occurrence: Aortocoronary bypass graft present,101,42537729
44784621101,condition_occurrence: Hypertensive heart and chronic kidney disease,101,44784621
4108814101,condition_occurrence: Pericardial effusion - noninflammatory,101,4108814
36716978101,condition_occurrence: Acute on chronic hypercapnic respiratory failure,101,36716978
37016114101,condition_occurrence: Acute on chronic hypoxemic respiratory failure,101,37016114
46273719101,condition_occurrence: Acute hypercapnic respiratory failure,101,46273719
135858101,condition_occurrence: Disorder of lip,101,135858
258180101,condition_occurrence: Pneumonia due to Gram negative bacteria,101,258180
438422101,condition_occurrence: Primary iridocyclitis,101,438422
4095288101,condition_occurrence: Ketoacidotic coma due to diabetes mellitus,101,4095288
4097996101,condition_occurrence: Drug-induced obesity,101,4097996
45757435101,condition_occurrence: Mild nonproliferative retinopathy due to type 2 diabetes mellitus,101,45757435
23653101,condition_occurrence: Foreign body in esophagus,101,23653
26638101,condition_occurrence: Primary malignant neoplasm of esophagus,101,26638
31884101,condition_occurrence: Acquired diverticulum of esophagus,101,31884
193138101,condition_occurrence: Primary malignant neoplasm of lower third of esophagus,101,193138
254591101,condition_occurrence: Secondary malignant neoplasm of lung,101,254591
320073101,condition_occurrence: Neutropenia,101,320073
321596101,condition_occurrence: Peripheral venous insufficiency,101,321596
374366101,condition_occurrence: Sensorineural hearing loss,101,374366
432838101,condition_occurrence: Primary malignant neoplasm of cardia of stomach,101,432838
35624756101,condition_occurrence: Anemia due to and following chemotherapy,101,35624756
36713126101,condition_occurrence: Blepharitis of left eyelid,101,36713126
4079750101,condition_occurrence: Osteoarthritis of knee,101,4079750
4273250101,condition_occurrence: Abscess of buttock,101,4273250
4347174101,condition_occurrence: Synovial cyst of knee,101,4347174
36676836101,condition_occurrence: Arthropathy of left knee joint,101,36676836
24660101,condition_occurrence: Acute tonsillitis,101,24660
77734101,condition_occurrence: Contusion of lower leg,101,77734
134870101,condition_occurrence: Pityriasis versicolor,101,134870
255919101,condition_occurrence: Finding of head and neck region,101,255919
314658101,condition_occurrence: Cardiomegaly,101,314658
377910101,condition_occurrence: Deviated nasal septum,101,377910
381035101,condition_occurrence: Vertigo of central origin,101,381035
433516101,condition_occurrence: Duodenitis,101,433516
433701101,condition_occurrence: Mycosis,101,433701
435790101,condition_occurrence: Secondary polycythemia,101,435790
762296101,condition_occurrence: Pain in right hand,101,762296
4100857101,condition_occurrence: Extreme obesity with alveolar hypoventilation,101,4100857
4119307101,condition_occurrence: Neurogenic claudication,101,4119307
4153380101,condition_occurrence: Disorder of carotid artery,101,4153380
4170137101,condition_occurrence: Non-suppurative otitis media,101,4170137
4182370101,condition_occurrence: Acute eczematoid otitis externa,101,4182370
4216644101,condition_occurrence: Rectal polyp,101,4216644
4288310101,condition_occurrence: Carotid artery obstruction,101,4288310
43020485101,condition_occurrence: Problem related to life management difficulty,101,43020485
43022059101,condition_occurrence: Disease of non-coronary systemic artery,101,43022059
45763549101,condition_occurrence: Bilateral tinnitus,101,45763549
201620101,condition_occurrence: Kidney stone,101,201620
74132101,condition_occurrence: Degeneration of lumbosacral intervertebral disc,101,74132
75909101,condition_occurrence: Disorder of bone,101,75909
77630101,condition_occurrence: Disorder of shoulder,101,77630
81426101,condition_occurrence: Closed fracture of clavicle,101,81426
192836101,condition_occurrence: Primary malignant neoplasm of small intestine,101,192836
198100101,condition_occurrence: Carcinoid tumor of small intestine,101,198100
198700101,condition_occurrence: Secondary malignant neoplasm of liver,101,198700
199771101,condition_occurrence: Carcinoid syndrome,101,199771
375393101,condition_occurrence: Laceration of skin of eyelid AND periocular area,101,375393
376418101,condition_occurrence: Mechanical entropion,101,376418
381570101,condition_occurrence: Mechanical ptosis,101,381570
432271101,condition_occurrence: Carcinoid tumor of ileum,101,432271
432463101,condition_occurrence: Closed fracture of acromial end of clavicle,101,432463
434300101,condition_occurrence: Neuroendocrine tumor,101,434300
439392101,condition_occurrence: Primary malignant neoplasm,101,439392
442264101,condition_occurrence: Disorder of tendon,101,442264
4008220101,"condition_occurrence: Closed fracture lumbar vertebra, wedge",101,4008220
4043388101,condition_occurrence: Idiopathic familial dystonia,101,4043388
4053604101,condition_occurrence: Open wound of lower leg,101,4053604
4085898101,condition_occurrence: Wedge fracture of lumbar vertebra,101,4085898
4104563101,condition_occurrence: Degenerative disorders of eyelids and periocular area,101,4104563
4140164101,condition_occurrence: Disorder of sacrococcygeal spine,101,4140164
4166231101,condition_occurrence: Genetic predisposition,101,4166231
4199441101,condition_occurrence: Fracture of acromial end of clavicle,101,4199441
4204781101,condition_occurrence: Collapse of lumbar vertebra,101,4204781
4237458101,condition_occurrence: Fracture of clavicle,101,4237458
4246581101,condition_occurrence: Malposition of eyelashes,101,4246581
4256761101,condition_occurrence: Imaging result abnormal,101,4256761
4317981101,condition_occurrence: Upper eyelid entropion,101,4317981
36684613101,condition_occurrence: Dermatochalasis of right upper eyelid,101,36684613
36684676101,condition_occurrence: Dermatochalasis of left upper eyelid,101,36684676
36712949101,condition_occurrence: Ptosis of bilateral eyebrows,101,36712949
37018338101,condition_occurrence: Benign carcinoid tumor,101,37018338
40481907101,condition_occurrence: Carcinoid tumor,101,40481907
40482859101,condition_occurrence: Malignant carcinoid tumor,101,40482859
40491872101,condition_occurrence: Foreign body in lower leg,101,40491872
45763779101,condition_occurrence: Senile entropion of upper eyelid,101,45763779
45767695101,condition_occurrence: Metastatic carcinoid tumor,101,45767695
46271402101,condition_occurrence: Malignant carcinoid tumor of small intestine,101,46271402
440674101,condition_occurrence: Gout,101,440674
37016342101,condition_occurrence: Hypothyroidism caused by drug,101,37016342
43020472101,condition_occurrence: Childhood onset fluency disorder,101,43020472
436682101,condition_occurrence: Moderate intellectual disability,101,436682
4339092101,condition_occurrence: Male pattern alopecia,101,4339092
40487393101,condition_occurrence: Superficial foreign body in foot,101,40487393
30968101,condition_occurrence: Diabetes insipidus,101,30968
198683101,condition_occurrence: Viral hepatitis B without hepatic coma,101,198683
200527101,condition_occurrence: Splenomegaly,101,200527
377550101,condition_occurrence: Compression of brain,101,377550
432283101,condition_occurrence: Leukemoid reaction,101,432283
434610101,condition_occurrence: Hyperkalemia,101,434610
435789101,condition_occurrence: Megaloblastic anemia,101,435789
438476101,condition_occurrence: Nephrogenic diabetes insipidus,101,438476
439674101,condition_occurrence: Chronic viral hepatitis B without delta-agent,101,439674
4107674101,condition_occurrence: Laceration of toe,101,4107674
4216219101,condition_occurrence: Bizarre personal appearance,101,4216219
40491961101,condition_occurrence: Sepsis due to Pseudomonas,101,40491961
139850101,condition_occurrence: Acute frontal sinusitis,101,139850
195847101,condition_occurrence: Gastroparesis syndrome,101,195847
440448101,condition_occurrence: Appendicitis,101,440448
4025001101,condition_occurrence: Appendicular concretion,101,4025001
4048489101,condition_occurrence: Recurrent acute sinusitis,101,4048489
4054067101,condition_occurrence: Open wound of foot,101,4054067
4057513101,condition_occurrence: Chronic superficial gastritis,101,4057513
4151842101,condition_occurrence: Bite - wound,101,4151842
4271013101,condition_occurrence: Melanocytic nevus,101,4271013
4310400101,condition_occurrence: Acute appendicitis,101,4310400
46273463101,condition_occurrence: Upper respiratory tract infection due to Influenza,101,46273463
374044101,condition_occurrence: Ptosis of eyelid,101,374044
381290101,condition_occurrence: Ocular hypertension,101,381290
4109420101,condition_occurrence: Open-angle glaucoma - borderline,101,4109420
374367101,condition_occurrence: Bilateral hearing loss,101,374367
4102935101,condition_occurrence: Anhedonia,101,4102935
433758101,condition_occurrence: Childhood emotional disorder,101,433758
435226101,"condition_occurrence: Bipolar affective disorder, current episode mixed",101,435226
440129101,condition_occurrence: Hypertrophy of nasal turbinates,101,440129
434164101,condition_occurrence: Glycosuria,101,434164
443082101,condition_occurrence: Starvation,101,443082
4044391101,condition_occurrence: Neuropathy due to diabetes mellitus,101,4044391
4220002101,condition_occurrence: Furuncle,101,4220002
375504101,condition_occurrence: Psychoactive substance-induced organic mental disorder,101,375504
261325101,condition_occurrence: Pulmonary emphysema,101,261325
435224101,condition_occurrence: Leukopenia,101,435224
4079725101,condition_occurrence: Contracture of ankle joint,101,4079725
4175154101,condition_occurrence: Disorder of the peripheral nervous system,101,4175154
43531003101,condition_occurrence: Essential tremor,101,43531003
197603101,condition_occurrence: Intestinal volvulus,101,197603
374649101,condition_occurrence: Strabismic amblyopia,101,374649
443731101,condition_occurrence: Renal disorder due to type 2 diabetes mellitus,101,443731
4100662101,condition_occurrence: Cellulitis of finger,101,4100662
45757363101,condition_occurrence: Hypoglycemia due to type 2 diabetes mellitus,101,45757363
72418101,condition_occurrence: Scoliosis deformity of spine,101,72418
79917101,condition_occurrence: Acquired deformity of toe,101,79917
80767101,condition_occurrence: Breast lump,101,80767
133810101,condition_occurrence: Hyperparathyroidism due to renal insufficiency,101,133810
137809101,condition_occurrence: Primary malignant neoplasm of female breast,101,137809
321882101,condition_occurrence: Generalized atherosclerosis,101,321882
433811101,condition_occurrence: Hydronephrosis,101,433811
437992101,condition_occurrence: Renal function tests abnormal,101,437992
760895101,condition_occurrence: Lump in left breast,101,760895
4175848101,condition_occurrence: Monoarthritis of hip joint,101,4175848
4344612101,condition_occurrence: Spondylolysis,101,4344612
36717115101,condition_occurrence: Somatic dysfunction of head region,101,36717115
45757656101,condition_occurrence: Acquired unequal limb length,101,45757656
4149353101,"condition_occurrence: Attention deficit hyperactivity disorder, predominantly inattentive type",101,4149353
4246661101,condition_occurrence: Foreign body in skin,101,4246661
4291143101,condition_occurrence: Basal cell carcinoma of lower eyelid,101,4291143
36712713101,condition_occurrence: Primary basal cell carcinoma of left eyelid,101,36712713
43530807101,condition_occurrence: Allergic disposition,101,43530807
77965101,condition_occurrence: Acquired trigger finger,101,77965
134441101,condition_occurrence: Chronic ulcer of skin,101,134441
141960101,condition_occurrence: Skin finding,101,141960
195771101,condition_occurrence: Secondary diabetes mellitus,101,195771
375277101,condition_occurrence: Non-infectious pinna disorders,101,375277
377821101,condition_occurrence: Disorder of nervous system due to type 1 diabetes mellitus,101,377821
378160101,condition_occurrence: Otorrhea,101,378160
381575101,condition_occurrence: Disorder of external ear,101,381575
436677101,condition_occurrence: Adjustment disorder,101,436677
443257101,condition_occurrence: Swelling / lump finding,101,443257
4160900101,condition_occurrence: Vertebrogenic pain syndrome,101,4160900
75911101,condition_occurrence: Acquired hallux valgus,101,75911
141323101,condition_occurrence: Acute maxillary sinusitis,101,141323
374313101,condition_occurrence: Neoplasm of uncertain behavior of soft tissues,101,374313
4172970101,condition_occurrence: Nontraumatic rotator cuff tear,101,4172970
40483262101,condition_occurrence: Arthritis of shoulder region joint,101,40483262
78200101,condition_occurrence: Benign mammary dysplasia,101,78200
436246101,condition_occurrence: Reduced libido,101,436246
441969101,condition_occurrence: Radiology result abnormal,101,441969
4304798101,condition_occurrence: Glasgow coma scale finding,101,4304798
77707101,condition_occurrence: Sprain of deltoid ligament of ankle,101,77707
193144101,condition_occurrence: Secondary malignant neoplasm of adrenal gland,101,193144
261236101,"condition_occurrence: Primary malignant neoplasm of upper lobe, bronchus or lung",101,261236
261883101,condition_occurrence: Empyema with fistula,101,261883
314131101,condition_occurrence: Degeneration of cervical intervertebral disc,101,314131
376063101,condition_occurrence: Benign neoplasm of cerebral meninges,101,376063
435786101,condition_occurrence: Disorder of sleep-wake cycle,101,435786
435839101,condition_occurrence: Lymphedema,101,435839
438997101,condition_occurrence: Neoplasm of uncertain behavior of meninges,101,438997
439013101,condition_occurrence: Insomnia disorder related to another mental disorder,101,439013
3655266101,condition_occurrence: Pleural effusion due to malignant neoplastic disease,101,3655266
4044055101,condition_occurrence: Drug-induced chorea,101,4044055
4260546101,condition_occurrence: Ulcerative stomatitis,101,4260546
40481897101,condition_occurrence: Inadequate sleep hygiene,101,40481897
44784631101,condition_occurrence: Pain due to neoplastic disease,101,44784631
80242101,condition_occurrence: Current tear of medial cartilage AND/OR meniscus of knee,101,80242
196158101,condition_occurrence: Disorder of penis,101,196158
194871101,condition_occurrence: Trichomonal vulvovaginitis,101,194871
140362101,condition_occurrence: Hypoparathyroidism,101,140362
4010658101,condition_occurrence: Difficulty passing urine,101,4010658
4029423101,condition_occurrence: Hypoglycemia due to diabetes mellitus,101,4029423
4033848101,condition_occurrence: Post-inflammatory hyperpigmentation,101,4033848
4041510101,condition_occurrence: Skin hypopigmented,101,4041510
4042836101,condition_occurrence: Disorder of head,101,4042836
4049417101,condition_occurrence: Vesicular eczema,101,4049417
4050704101,condition_occurrence: Abrasion of trunk,101,4050704
4068241101,condition_occurrence: Chronic instability of knee,101,4068241
4094329101,condition_occurrence: Insect bite to trunk - nonvenomous,101,4094329
4106360101,condition_occurrence: Abrasion of neck,101,4106360
4115991101,condition_occurrence: Knee joint effusion,101,4115991
4170770101,condition_occurrence: Epidermoid cyst,101,4170770
4216083101,condition_occurrence: Cervico-occipital neuralgia,101,4216083
4237198101,"condition_occurrence: Complex regional pain syndrome, type II, lower limb",101,4237198
4275359101,condition_occurrence: Mental alertness - finding,101,4275359
4302537101,condition_occurrence: Digestive system finding,101,4302537
4324315101,condition_occurrence: Chronic ulcer of thigh,101,4324315
4344519101,condition_occurrence: Lesion of ligaments of foot region,101,4344519
36714559101,condition_occurrence: Disorder caused by alcohol,101,36714559
40480082101,condition_occurrence: Hemicrania continua,101,40480082
40483107101,condition_occurrence: Inflamed seborrheic keratosis,101,40483107
43530648101,condition_occurrence: New daily persistent headache,101,43530648
43531028101,condition_occurrence: Mononeuropathy of lower limb,101,43531028
45757591101,condition_occurrence: Osteophyte of bone,101,45757591
73819101,condition_occurrence: Pain of breast,101,73819
372629101,condition_occurrence: Nonexudative age-related macular degeneration,101,372629
378161101,condition_occurrence: Disorder of ear,101,378161
4023612101,condition_occurrence: Heterozygous thalassemia,101,4023612
4134862101,condition_occurrence: Familial hypercholesterolemia,101,4134862
4159157101,condition_occurrence: Disorder of tooth development,101,4159157
37109056101,condition_occurrence: Vascular dementia without behavioral disturbance,101,37109056
44784217101,condition_occurrence: Cardiac arrhythmia,101,44784217
73923101,condition_occurrence: Contusion of upper arm,101,73923
138519101,condition_occurrence: Spondylosis without myelopathy,101,138519
373764101,condition_occurrence: Toxic encephalopathy,101,373764
433180101,condition_occurrence: Hallucinogen dependence,101,433180
437754101,condition_occurrence: Toxic effect of metal,101,437754
439235101,condition_occurrence: Self inflicted injury,101,439235
4130851101,condition_occurrence: Injury of upper extremity,101,4130851
4151985101,condition_occurrence: Lower back injury,101,4151985
4152376101,condition_occurrence: Intentional self poisoning,101,4152376
4159691101,condition_occurrence: Poisoning by anti-psychotic agent,101,4159691
4208264101,condition_occurrence: Muscle contracture,101,4208264
40486428101,condition_occurrence: Traumatic dislocation of interphalangeal joint of finger,101,40486428
43531611101,condition_occurrence: Hypothermia not associated with low environmental temperature,101,43531611
77081101,condition_occurrence: Tibialis tendinitis,101,77081
201728101,condition_occurrence: Foreign body in digestive tract,101,201728
43021779101,condition_occurrence: Hearing loss of left ear,101,43021779
316795101,condition_occurrence: Congenital anomaly of peripheral blood vessel,101,316795
4066147101,condition_occurrence: Puncture wound of foot,101,4066147
4076794101,condition_occurrence: Peripheral arteriovenous malformation,101,4076794
4121803101,condition_occurrence: Cerebral arteriovenous malformation,101,4121803
4164770101,condition_occurrence: Guillain-Barré syndrome,101,4164770
4332246101,condition_occurrence: Aneurysm,101,4332246
4353709101,condition_occurrence: Intracerebral vascular finding,101,4353709
194913101,condition_occurrence: Idiopathic peripheral autonomic neuropathy,101,194913
200349101,condition_occurrence: Malignant lymphoma of intra-abdominal lymph nodes,101,200349
316457101,condition_occurrence: Mallory-Weiss syndrome,101,316457
432251101,condition_occurrence: Disease caused by parasite,101,432251
443616101,condition_occurrence: Refractory migraine without aura,101,443616
4031164101,condition_occurrence: Non-scarring alopecia,101,4031164
4038838101,condition_occurrence: Non-Hodgkin's lymphoma (clinical),101,4038838
4172076101,"condition_occurrence: Drug, medicament, or biological substance in urine above reference range",101,4172076
4194889101,condition_occurrence: Enthesopathy of lower limb,101,4194889
4264617101,condition_occurrence: Foot-drop,101,4264617
4300704101,condition_occurrence: Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),101,4300704
44782778101,condition_occurrence: Pain disorder with psychological factor,101,44782778
432895101,condition_occurrence: Cortical senile cataract,101,432895
438749101,condition_occurrence: Posterior subcapsular polar senile cataract,101,438749
4185356101,condition_occurrence: Kyphosis of thoracic spine,101,4185356
4214530101,condition_occurrence: Kyphosis deformity of spine,101,4214530
433909101,condition_occurrence: Foreign body on external eye,101,433909
4023310101,condition_occurrence: Blindness AND/OR vision impairment level,101,4023310
4224968101,condition_occurrence: Tinea corporis,101,4224968
30133101,condition_occurrence: Acute laryngitis,101,30133
194683101,condition_occurrence: Obstructed umbilical hernia,101,194683
196456101,condition_occurrence: Gallstone,101,196456
200763101,condition_occurrence: Chronic hepatitis,101,200763
377853101,condition_occurrence: Chronic tension-type headache,101,377853
439246101,"condition_occurrence: Mixed bipolar affective disorder, severe, with psychosis",101,439246
4192127101,condition_occurrence: Psychoactive substance-induced withdrawal syndrome,101,4192127
4267417101,condition_occurrence: Hepatic fibrosis,101,4267417
4311629101,condition_occurrence: Impaired glucose tolerance,101,4311629
4340960101,condition_occurrence: Idiopathic acute pancreatitis,101,4340960
37208040101,condition_occurrence: Benign neoplasm of right ovary,101,37208040
134159101,condition_occurrence: Precordial pain,101,134159
192606101,condition_occurrence: Paraplegia,101,192606
197006101,condition_occurrence: Residual hemorrhoidal skin tags,101,197006
200447101,condition_occurrence: Gastrointestinal complication,101,200447
312934101,condition_occurrence: Atherosclerosis of aorta,101,312934
321319101,condition_occurrence: Cardiomyopathy,101,321319
24609101,condition_occurrence: Hypoglycemia,101,24609
435371101,condition_occurrence: Hypothermia,101,435371
4097159101,condition_occurrence: Hip stiff,101,4097159
4100858101,condition_occurrence: Selective immunoglobulin G deficiency,101,4100858
4119786101,condition_occurrence: Interstitial lung disease,101,4119786
4168681101,condition_occurrence: Irritability and anger,101,4168681
4194652101,condition_occurrence: Pruritus of vulva,101,4194652
4243821101,condition_occurrence: Cyst of vulva,101,4243821
4299418101,condition_occurrence: Basal cell carcinoma of lower extremity,101,4299418
440087101,condition_occurrence: Parasomnia,101,440087
436389101,condition_occurrence: Cocaine dependence,101,436389
440068101,condition_occurrence: Psychosexual dysfunction,101,440068
4228429101,condition_occurrence: Carnitine deficiency,101,4228429
37018688101,condition_occurrence: Vascular dementia with behavioral disturbance,101,37018688
136496101,condition_occurrence: Cellulitis and abscess of face,101,136496
441534101,"condition_occurrence: Severe major depression, single episode, without psychotic features",101,441534
4098611101,condition_occurrence: Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,101,4098611
40481089101,condition_occurrence: Embolism from thrombosis of vein of lower extremity,101,40481089
132344101,condition_occurrence: Gingival and periodontal disease,101,132344
433996101,condition_occurrence: Catatonic schizophrenia,101,433996
432419101,condition_occurrence: Encephalocele,101,432419
437262101,condition_occurrence: Common peroneal nerve lesion,101,437262
375827101,condition_occurrence: Acute non-suppurative otitis media - serous,101,375827
376382101,condition_occurrence: Tension-type headache,101,376382
380731101,condition_occurrence: Otitis externa,101,380731
375528101,condition_occurrence: Spastic hemiplegia,101,375528
443580101,condition_occurrence: Systolic heart failure,101,443580
4112334101,condition_occurrence: Idiopathic hypotension,101,4112334
4224926101,condition_occurrence: Obstruction of esophagus,101,4224926
4228686101,condition_occurrence: Anal polyp,101,4228686
4229440101,condition_occurrence: Chronic congestive heart failure,101,4229440
4248429101,condition_occurrence: Gastric ulcer without hemorrhage AND without perforation,101,4248429
36715918101,condition_occurrence: Internal hemorrhoids grade III,101,36715918
43530719101,condition_occurrence: Incomplete paraplegia,101,43530719
77162101,condition_occurrence: Injury of ankle,101,77162
4023316101,condition_occurrence: Sprain of joint,101,4023316
4159739101,condition_occurrence: Arthritis of knee,101,4159739
200485101,condition_occurrence: Pressure ulcer of buttock,101,200485
256723101,condition_occurrence: Pneumonia and influenza,101,256723
257315101,condition_occurrence: Bacterial pneumonia,101,257315
261600101,condition_occurrence: Acute pulmonary edema,101,261600
380394101,condition_occurrence: Idiopathic progressive polyneuropathy,101,380394
