"concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason"
41105656,"Clozapine 25 MG Oral Tablet [Clozapin Neuraxpharm] Box of 100 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2303618","2017-08-24","2099-12-31",
44037977,"Clozapine 25 MG Oral Tablet [Gen-Clozapine] by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP1032608","2017-08-24","2099-12-31",
41003777,"Clozapine 50 MG Oral Tablet [Clozapin Ct] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201739","2017-08-24","2099-12-31",
40887241,"Clozapine 25 MG Oral Tablet [Clozapin Ratiopharm] Box of 50 by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085203","2017-08-24","2099-12-31",
21064928,"Clozapine 100 MG Oral Tablet [Denzapine] Box of 28 by Britannia","Drug","RxNorm Extension","Marketed Product","S","OMOP410083","2017-08-24","2099-12-31",
21064925,"Clozapine 25 MG Oral Tablet [Denzapine] Box of 28","Drug","RxNorm Extension","Branded Drug Box","S","OMOP410052","2017-08-24","2099-12-31",
41003763,"Clozapine 200 MG Oral Tablet [Clozapin Ratiopharm] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201725","2017-08-24","2099-12-31",
41191477,"Clozapine 50 MG Oral Tablet [Clozapin Ratiopharm] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2389439","2017-08-24","2099-12-31",
41003767,"Clozapine 100 MG Oral Tablet [Elcrit] Box of 500","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201729","2017-08-24","2099-12-31",
43173269,"Clozapine 100 MG Oral Tablet [CLOZAPINE MYLAN] Box of 14","Drug","RxNorm Extension","Branded Drug Box","S","OMOP494400","2017-08-24","2099-12-31",
2040363,"clozapine 200 MG Oral Tablet [CLZAPINE] by Dongwha","Drug","RxNorm Extension","Marketed Product","S","OMOP4939996","2020-07-31","2099-12-31",
43184129,"Clozapine 25 MG Oral Tablet [LEPONEX]","Drug","RxNorm Extension","Branded Drug","S","OMOP494442","2017-08-24","2099-12-31",
41191475,"Clozapine 25 MG Oral Tablet [Clozapin 1a Pharma]","Drug","RxNorm Extension","Branded Drug","S","OMOP2389437","2017-08-24","2099-12-31",
40899275,"Clozapine 100 MG Oral Tablet Box of 5000","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2097237","2017-08-24","2099-12-31",
41230756,"Clozapine 50 MG Oral Tablet [Clozapin Neuraxpharm] Box of 250 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2428718","2017-08-24","2099-12-31",
36275944,"Clozapine 50 MG Oral Tablet [Clozapin Sandoz] Box of 30","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3126819","2017-10-01","2099-12-31",
41168264,"Clozapine 50 MG Oral Tablet [Clozapin Hexal] Box of 20 by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP2366226","2017-08-24","2099-12-31",
43675497,"Clozapine 100 MG Oral Tablet [Clozapin Beta] by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948036","2017-08-24","2099-12-31",
41003764,"Clozapine 200 MG Oral Tablet [Clozapin Ratiopharm] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2201726","2017-08-24","2099-12-31",
40887231,"Clozapine 100 MG Oral Tablet [Clozapin Ratiopharm] Box of 50 by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085193","2017-08-24","2099-12-31",
40887244,"Clozapine 25 MG Oral Tablet [Clozapin Beta] Box of 20 by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2085206","2017-08-24","2099-12-31",
41137088,"Clozapine 50 MG Oral Tablet [Clozapin Ct] Box of 100 by AbZ-Pharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2335050","2017-08-24","2099-12-31",
41315807,"Clozapine 50 MG Oral Tablet [Elcrit] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2513769","2017-08-24","2099-12-31",
40910093,"Clozapine 100 MG Oral Tablet [Clozapin Hexal] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2108055","2017-08-24","2099-12-31",
43819153,"Clozapine 200 MG Oral Tablet [Clozapin Dura]","Drug","RxNorm Extension","Branded Drug","S","OMOP948108","2017-08-24","2099-12-31",
41074235,"Clozapine 200 MG Oral Tablet [Clozapin Neuraxpharm] Box of 100 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2272197","2017-08-24","2099-12-31",
44073815,"Clozapine 200 MG Oral Tablet [Gen-Clozapine]","Drug","RxNorm Extension","Branded Drug","S","OMOP1068446","2017-08-24","2099-12-31",
41230750,"Clozapine 100 MG Oral Tablet [Clozapin Abz] Box of 50 by AbZ-Pharma","Drug","RxNorm Extension","Marketed Product","S","OMOP2428712","2017-08-24","2099-12-31",
44034909,"Clozapine 50 MG Oral Tablet [Gen-Clozapine]","Drug","RxNorm Extension","Branded Drug","S","OMOP1029540","2017-08-24","2099-12-31",
43693228,"Clozapine 200 MG Oral Tablet [Clozapin Abz]","Drug","RxNorm Extension","Branded Drug","S","OMOP948099","2017-08-24","2099-12-31",
41074244,"Clozapine 25 MG Oral Tablet [Clozapin Biomo] Box of 100 by biomo","Drug","RxNorm Extension","Marketed Product","S","OMOP2272206","2017-08-24","2099-12-31",
41074242,"Clozapine 100 MG Oral Tablet Box of 90 by Neuraxpharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2272204","2017-08-24","2099-12-31",
43162236,"Clozapine 100 MG Oral Tablet [CLOZAPINE PANPHARMA] Box of 14 by Panpharma","Drug","RxNorm Extension","Marketed Product","S","OMOP494407","2017-08-24","2099-12-31",
41023944,"Clozapine 100 MG Oral Tablet Box of 90","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2221906","2017-08-24","2099-12-31",
40980467,"Clozapine 200 MG Oral Tablet [Clozapin Beta] Box of 50 by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2178429","2017-08-24","2099-12-31",
41042894,"Clozapine 50 MG Oral Tablet [Clozapin Biomo] Box of 20 by biomo","Drug","RxNorm Extension","Marketed Product","S","OMOP2240856","2017-08-24","2099-12-31",
40744049,"Clozapine 100 MG Oral Tablet [Clozaril] Box of 84 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP4713188","2018-06-04","2099-12-31",
43030243,"Clozapine 25 MG Oral Tablet Box of 28 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP4845312","2019-10-06","2099-12-31",
43030245,"Clozapine 25 MG Oral Tablet Box of 28 by Panpharma","Drug","RxNorm Extension","Marketed Product","S","OMOP4845314","2019-10-06","2099-12-31",
41230749,"Clozapine 100 MG Oral Tablet [Clozapin Hexal] Box of 20 by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP2428711","2017-08-24","2099-12-31",
44086697,"Clozapine 100 MG Oral Tablet [Gen-Clozapine]","Drug","RxNorm Extension","Branded Drug","S","OMOP1081328","2017-08-24","2099-12-31",
40744051,"Clozapine 100 MG Oral Tablet [Clozaril] by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP4713186","2018-06-04","2099-12-31",
41261472,"Clozapine 25 MG Oral Tablet [LEPONEX] Box of 50 by Gerke","Drug","RxNorm Extension","Marketed Product","S","OMOP2459434","2017-08-24","2099-12-31",
43711143,"Clozapine 25 MG Oral Tablet [Clozapin Hexal] by Hexal","Drug","RxNorm Extension","Marketed Product","S","OMOP948144","2017-08-24","2099-12-31",
43277223,"Clozapine 25 MG Oral Tablet Box of 50","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP528927","2017-08-24","2099-12-31",
41023945,"Clozapine 100 MG Oral Tablet Box of 60","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2221907","2017-08-24","2099-12-31",
21074880,"Clozapine 25 MG Oral Tablet [Zaponex] Box of 84","Drug","RxNorm Extension","Branded Drug Box","S","OMOP410068","2017-08-24","2099-12-31",
41199661,"Clozapine 200 MG Oral Tablet [Clozapin Sandoz] Box of 100 by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP2397623","2017-08-24","2099-12-31",
41105653,"Clozapine 100 MG Oral Tablet [LEPONEX] Box of 100 by Aca Mueller","Drug","RxNorm Extension","Marketed Product","S","OMOP2303615","2017-08-24","2099-12-31",
41323965,"Clozapine 100 MG Oral Tablet [LEPONEX] Box of 50 by Aca Mueller","Drug","RxNorm Extension","Marketed Product","S","OMOP2521927","2017-08-24","2099-12-31",
44099686,"Clozapine 100 MG Oral Tablet [Pms-Clozapine]","Drug","RxNorm Extension","Branded Drug","S","OMOP1094317","2017-08-24","2099-12-31",
41023946,"Clozapine 50 MG Oral Tablet Box of 5000","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2221908","2017-08-24","2099-12-31",
40879068,"Clozapine 100 MG Oral Tablet [Clozapin 1a Pharma] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2077030","2017-08-24","2099-12-31",
43260728,"Clozapine 50 MG Oral Tablet [Clopine]","Drug","RxNorm Extension","Branded Drug","S","OMOP528910","2017-08-24","2099-12-31",
41292614,"Clozapine 50 MG Oral Tablet [Clozapin Beta] Box of 100 by Betapharm","Drug","RxNorm Extension","Marketed Product","S","OMOP2490576","2017-08-24","2099-12-31",
41066006,"Clozapine 25 MG Oral Tablet [Clozapin Sandoz] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2263968","2017-08-24","2099-12-31",
41199671,"Clozapine 50 MG Oral Tablet [Elcrit] Box of 20 by Pfizer","Drug","RxNorm Extension","Marketed Product","S","OMOP2397633","2017-08-24","2099-12-31",
19121041,"clozapine 100 MG [Ivax brand of clozapine]","Drug","RxNorm","Branded Drug Comp","S","576062","2005-09-11","2099-12-31",
41110523,"Clozapine 100 MG [Clozapin 1a Pharma]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP2308485","2017-08-24","2099-12-31",
41235475,"Clozapine 100 MG [Clozapin Neuraxpharm]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP2433437","2017-08-24","2099-12-31",
43711131,"Clozapine 100 MG [Clozapin Hexal]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP948015","2017-08-24","2099-12-31",
41079151,"Clozapine 100 MG [Clozapin Ct]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP2277113","2017-08-24","2099-12-31",
43216985,"Clozapine 100 MG [CLOZAPINE PANPHARMA]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP494393","2017-08-24","2099-12-31",
21049589,"100 ML Clozapine 50 MG/ML Oral Suspension [Denzapine] by Britannia","Drug","RxNorm Extension","Marketed Product","S","OMOP323499","2017-08-24","2099-12-31",
19080675,"clozapine 600 MG Oral Tablet","Drug","RxNorm","Clinical Drug","S","315047","1970-01-01","2099-12-31",
36059041,"clozapine 12.5 MG Disintegrating Oral Tablet [Zaponex] Box of 28","Drug","RxNorm Extension","Branded Drug Box","S","OMOP4984713","2020-08-17","2099-12-31",
36059039,"clozapine 25 MG Disintegrating Oral Tablet Box of 28","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP4984711","2020-08-17","2099-12-31",
36059043,"clozapine 12.5 MG Disintegrating Oral Tablet [Zaponex]","Drug","RxNorm Extension","Branded Drug","S","OMOP4984715","2020-08-17","2099-12-31",
36059037,"clozapine 25 MG Disintegrating Oral Tablet [Zaponex]","Drug","RxNorm Extension","Branded Drug","S","OMOP4984710","2020-08-17","2099-12-31",
43297543,"100 ML Clozapine 50 MG/ML Oral Suspension [Clopine]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP566583","2017-08-24","2099-12-31",
19126923,"clozapine 50 MG Disintegrating Oral Tablet [Fazaclo]","Drug","RxNorm","Branded Drug","S","721778","2007-07-29","2099-12-31",
19075632,"clozapine 500 MG Oral Tablet","Drug","RxNorm","Clinical Drug","S","309378","1970-01-01","2099-12-31",
40832805,"Clozapine Oral Tablet [Alemoxan]","Drug","RxNorm Extension","Branded Drug Form","S","OMOP2030767","2017-08-24","2099-12-31",
19102872,"clozapine 12.5 MG Oral Tablet","Drug","RxNorm","Clinical Drug","S","404669","1970-01-01","2099-12-31",
21074877,"Clozapine Oral Tablet [Denzapine]","Drug","RxNorm Extension","Branded Drug Form","S","OMOP410015","2017-08-24","2099-12-31",
21118517,"300 ML Clozapine 20 MG/ML Oral Suspension","Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP328819","2017-08-24","2099-12-31",
3343185,"Tobacco smoke","Observation","Nebraska Lexicon","Substance",,"102407002","2002-01-31","2099-12-31",
4282779,"Cigarette smoking tobacco","Observation","SNOMED","Substance","S","66562002","2002-01-31","2099-12-31",
4036091,"Chews plug tobacco","Observation","SNOMED","Clinical Finding","S","228514003","2002-01-31","2099-12-31",
4038737,"Chews fine cut tobacco","Observation","SNOMED","Clinical Finding","S","228517005","2002-01-31","2099-12-31",
4246415,"Cigar smoker","Observation","SNOMED","Clinical Finding","S","59978006","2002-01-31","2099-12-31",
4043053,"Snuff user","Observation","SNOMED","Clinical Finding","S","228494002","2002-01-31","2099-12-31",
4044778,"Chain smoker","Observation","SNOMED","Clinical Finding","S","230065006","2002-01-31","2099-12-31",
4044776,"Moderate cigarette smoker","Observation","SNOMED","Clinical Finding","S","230062009","2002-01-31","2099-12-31",
4044777,"Very heavy cigarette smoker","Observation","SNOMED","Clinical Finding","S","230064005","2002-01-31","2099-12-31",
4209006,"Heavy smoker (over 20 per day)","Observation","SNOMED","Clinical Finding","S","56771006","2002-01-31","2099-12-31",
4218917,"Pipe smoker","Observation","SNOMED","Clinical Finding","S","82302008","2002-01-31","2099-12-31",
4269998,"Snuff use - finding","Observation","SNOMED","Clinical Finding","S","365983005","2002-01-31","2099-12-31",
4148416,"Ex-cigarette smoker amount unknown","Observation","SNOMED","Clinical Finding","S","266928006","2002-01-31","2099-12-31",
4036557,"Never used moist powdered tobacco","Observation","SNOMED","Clinical Finding","S","228502006","2002-01-31","2099-12-31",
4184633,"Passive smoker","Observation","SNOMED","Clinical Finding","S","43381005","2002-01-31","2099-12-31",
764198,"Tobacco smoking in mother complicating childbirth","Observation","SNOMED","Clinical Finding","S","451911000124101","2017-03-01","2099-12-31",
35610349,"Ex-trivial smoker (<1/day)","Observation","SNOMED","Clinical Finding","S","1092131000000107","2018-04-01","2099-12-31",
764151,"Smokeless tobacco non-user","Observation","SNOMED","Clinical Finding","S","451381000124107","2016-09-01","2099-12-31",
4052031,"Tobacco consumption unknown","Observation","SNOMED","Clinical Finding","S","160614008","2002-01-31","2099-12-31",
4036562,"Exposed to tobacco smoke at work","Observation","SNOMED","Clinical Finding","S","228523000","2002-01-31","2099-12-31",
4043055,"Does not use moist powdered tobacco","Observation","SNOMED","Clinical Finding","S","228501004","2002-01-31","2099-12-31",
42709996,"Smokes tobacco daily","Observation","SNOMED","Clinical Finding","S","449868002","2012-01-31","2099-12-31",
4036090,"Never chewed tobacco","Observation","SNOMED","Clinical Finding","S","228512004","2002-01-31","2099-12-31",
4237392,"Intolerant non-smoker","Observation","SNOMED","Clinical Finding","S","360929005","2002-01-31","2099-12-31",
40486722,"Stopped smoking before pregnancy","Observation","SNOMED","Clinical Finding","S","449369001","2011-07-31","2099-12-31",
44802113,"Ex roll-up cigarette smoker","Observation","SNOMED","Clinical Finding","S","492191000000103","2009-10-01","2099-12-31",
4233854,"Aggressive non-smoker","Observation","SNOMED","Clinical Finding","S","360918006","2002-01-31","2099-12-31",
4022662,"Non-smoker for personal reasons","Observation","SNOMED","Clinical Finding","S","105539002","2002-01-31","2099-12-31",
35610339,"Ex-smoker amount unknown","Observation","SNOMED","Clinical Finding","S","1092031000000108","2018-04-01","2099-12-31",
4141784,"Ex-very heavy cigarette smoker (40+/day)","Observation","SNOMED","Clinical Finding","S","266925009","2002-01-31","2099-12-31",
4310250,"Ex-smoker","Observation","SNOMED","Clinical Finding","S","8517006","2002-01-31","2099-12-31",
35610340,"Ex-very heavy smoker (40+/day)","Observation","SNOMED","Clinical Finding","S","1092041000000104","2018-04-01","2099-12-31",
46275749,"aripiprazole Injection [Abilify]","Drug","RxNorm","Branded Drug Form","S","1659784","2015-09-08","2099-12-31",
44190540,"2 ML Risperidone 18.8 MG/ML Injection [Risperdal] Box of 5 by Beragena","Drug","RxNorm Extension","Marketed Product","S","OMOP3067263","2017-10-06","2099-12-31",
40996653,"Risperidone 25 MG Injection [Risperdal] Box of 1","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2194615","2017-08-24","2099-12-31",
44190597,"2 ML Risperidone 12.5 MG/ML Injection [Risperdal]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP3067320","2017-10-06","2099-12-31",
784205,"2 ML Risperidone 18.8 MG/ML Injectable Solution [Risperdal] Box of 1 by Janssen","Drug","RxNorm Extension","Marketed Product","S","OMOP4832030","2019-04-01","2099-12-31",
44190829,"2 ML Risperidone 25 MG/ML Injection [Risperdal] Box of 5 by Mevita","Drug","RxNorm Extension","Marketed Product","S","OMOP3067552","2017-10-06","2099-12-31",
40753971,"Risperidone 37.5 MG Injectable Solution [Risperdal] Box of 1 by Waymade","Drug","RxNorm Extension","Marketed Product","S","OMOP4703148","2018-06-04","2099-12-31",
44190542,"2 ML Risperidone 18.8 MG/ML Injection [Risperdal] Box of 2 by Bb Farma","Drug","RxNorm Extension","Marketed Product","S","OMOP3067265","2017-10-06","2099-12-31",
44190267,"2 ML Risperidone 12.5 MG/ML Injection [Risperdal] Box of 2 by Aca Mueller","Drug","RxNorm Extension","Marketed Product","S","OMOP3066990","2017-10-06","2099-12-31",
44190596,"2 ML Risperidone 12.5 MG/ML Injection [Risperdal] Box of 1","Drug","RxNorm Extension","Quant Branded Box","S","OMOP3067319","2017-10-06","2099-12-31",
36781402,"2 ML Risperidone 18.8 MG/ML Injection [Risperdal] Box of 1 by Janssen","Drug","RxNorm Extension","Marketed Product","S","OMOP4769691","2018-09-01","2099-12-31",
44190626,"2 ML Risperidone 18.8 MG/ML Injection [Risperdal] Box of 2 by Emra-Med","Drug","RxNorm Extension","Marketed Product","S","OMOP3067349","2017-10-06","2099-12-31",
36278410,"2 ML Risperidone 25 MG/ML Injection [Risperdal] by Janssen","Drug","RxNorm Extension","Marketed Product","S","OMOP3129285","2017-10-01","2099-12-31",
44165528,"Risperidone 12.5 MG/ML Injection [Risperdal] Box of 5","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3042251","2017-10-06","2099-12-31",
21056665,"lurasidone 80 MG Oral Tablet [Latuda] by Sunovion","Drug","RxNorm Extension","Marketed Product","S","OMOP274019","2017-08-24","2099-12-31",
2909005,"lurasidone 20 MG Oral Tablet [Latuda] Box of 14","Drug","RxNorm Extension","Branded Drug Box","S","OMOP5125749","2021-06-30","2099-12-31",
40916077,"lurasidone 20 MG Oral Tablet [Latuda] Box of 28 by Orifarm Leverkus","Drug","RxNorm Extension","Marketed Product","S","OMOP2114039","2017-08-24","2099-12-31",
36057311,"lurasidone 18.5 MG Oral Tablet [Latuda] by DE","Drug","RxNorm Extension","Marketed Product","S","OMOP4982824","2020-08-17","2099-12-31",
2909003,"lurasidone 20 MG Oral Tablet [Latuda] Box of 56","Drug","RxNorm Extension","Branded Drug Box","S","OMOP5125747","2021-06-30","2099-12-31",
43274951,"lurasidone 40 MG Oral Tablet [Latuda] Box of 30","Drug","RxNorm Extension","Branded Drug Box","S","OMOP557413","2017-08-24","2099-12-31",
21125203,"lurasidone 20 MG Oral Tablet [Latuda] by Sunovion","Drug","RxNorm Extension","Marketed Product","S","OMOP274009","2017-08-24","2099-12-31",
36057294,"lurasidone 37 MG Oral Tablet [Latuda] Box of 28 by CST","Drug","RxNorm Extension","Marketed Product","S","OMOP4982807","2020-08-17","2099-12-31",
36057308,"lurasidone 18.5 MG Oral Tablet [Latuda] Box of 28 by CST","Drug","RxNorm Extension","Marketed Product","S","OMOP4982821","2020-08-17","2099-12-31",
2908914,"lurasidone 40 MG Oral Tablet [Latuda] Box of 10","Drug","RxNorm Extension","Branded Drug Box","S","OMOP5125659","2021-06-30","2099-12-31",
43296392,"paliperidone 75 MG Injection [Invega]","Drug","RxNorm Extension","Branded Drug","S","OMOP556518","2017-08-24","2099-12-31",
44167981,"aripiprazole 300 MG Injection [Abilify] Box of 1 by Kohlpharma","Drug","RxNorm Extension","Marketed Product","S","OMOP3044704","2017-10-06","2099-12-31",
44171729,"aripiprazole 400 MG Injection [Abilify] Box of 1 by Orifarm Leverkus","Drug","RxNorm Extension","Marketed Product","S","OMOP3048452","2017-10-06","2099-12-31",
44167976,"aripiprazole 400 MG Injection [Abilify] Box of 1 by Abacus Medicine","Drug","RxNorm Extension","Marketed Product","S","OMOP3044699","2017-10-06","2099-12-31",
44177801,"aripiprazole 300 MG Injection [Abilify] Box of 1","Drug","RxNorm Extension","Branded Drug Box","S","OMOP3054524","2017-10-06","2099-12-31",
41036962,"aripiprazole 5.77 MG/ML Injection [Abilify] Box of 1","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2234924","2017-08-24","2099-12-31",
784197,"2 ML aripiprazole 200 MG/ML Injectable Solution [Abilify] Box of 1","Drug","RxNorm Extension","Quant Branded Box","S","OMOP4832022","2019-04-01","2099-12-31",
41412285,"1.3 ML aripiprazole 5.77 MG/ML Injection [Abilify]","Drug","RxNorm Extension","Quant Branded Drug","S","OMOP2610247","2017-08-24","2099-12-31",
44164214,"aripiprazole 300 MG Injection [Abilify] Box of 1 by Abacus Medicine","Drug","RxNorm Extension","Marketed Product","S","OMOP3040937","2017-10-06","2099-12-31",
36268470,"aripiprazole 200 MG/ML Injection [Abilify]","Drug","RxNorm Extension","Branded Drug","S","OMOP3119345","2017-10-01","2099-12-31",
41412288,"1.3 ML aripiprazole 7.5 MG/ML Injection [Abilify] Box of 1","Drug","RxNorm Extension","Quant Branded Box","S","OMOP2610250","2017-08-24","2099-12-31",
9202,"Outpatient Visit","Visit","Visit","Visit","S","OP","1970-01-01","2099-12-31",
581458,"Pharmacy visit","Visit","Visit","Visit","S","OMOP4822462","1970-01-01","2099-12-31",
8964,"Community Mental Health Center","Visit","CMS Place of Service","Visit","S","53","1970-01-01","2099-12-31",
8809,"Independent Laboratory","Visit","CMS Place of Service","Visit","S","81","1970-01-01","2099-12-31",
581477,"Office Visit","Visit","Visit","Visit","S","OMOP4822458","1970-01-01","2099-12-31",
8883,"Ambulatory Surgical Center","Visit","CMS Place of Service","Visit","S","24","1970-01-01","2099-12-31",
8966,"Federally Qualified Health Center","Visit","CMS Place of Service","Visit","S","50","1970-01-01","2099-12-31",
712616,"ziprasidone 40 MG Oral Capsule [Geodon]","Drug","RxNorm","Branded Drug","S","284548","1970-01-01","2099-12-31",
42958943,"Clozapine 100 MG [CLZAPINE]","Drug","RxNorm Extension","Branded Drug Comp","S","OMOP4685453","2018-08-21","2099-12-31",
43657365,"Clozapine 25 MG Oral Tablet [Clozapin Beta]","Drug","RxNorm Extension","Branded Drug","S","OMOP948140","2017-08-24","2099-12-31",
21114022,"Clozapine 25 MG Oral Tablet [Clozaril] by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP410058","2017-08-24","2099-12-31",
36391495,"clozapine 200 MG Oral Tablet","Drug","NDC","11-digit NDC",,"51862090301","2020-11-01","2099-12-31",
43801006,"Clozapine 50 MG Oral Tablet [Clozapin Ratiopharm] by Ratiopharm","Drug","RxNorm Extension","Marketed Product","S","OMOP948059","2017-08-24","2099-12-31",
43173276,"Clozapine 25 MG Oral Tablet [CLOZAPINE MYLAN] Box of 28 by Mylan","Drug","RxNorm Extension","Marketed Product","S","OMOP494431","2017-08-24","2099-12-31",
41128870,"Clozapine 25 MG Oral Tablet [Clozapin 1a Pharma] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2326832","2017-08-24","2099-12-31",
40847978,"Clozapine 25 MG Oral Tablet [Clozapin Ratiopharm]","Drug","RxNorm Extension","Branded Drug","S","OMOP2045940","2017-08-24","2099-12-31",
1568180,"Nicotine dependence, other tobacco product","Condition","ICD10CM","5-char nonbill code",,"F17.29","2012-01-01","2099-12-31",
43151062,"Clozapine 100 MG Oral Tablet Box of 14","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP494397","2017-08-24","2099-12-31",
41222555,"Clozapine 25 MG Oral Tablet [Clozapin Biomo] Box of 50","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2420517","2017-08-24","2099-12-31",
44190732,"2 ML Risperidone 25 MG/ML Injection [Risperdal] Box of 5 by Bb Farma","Drug","RxNorm Extension","Marketed Product","S","OMOP3067455","2017-10-06","2099-12-31",
43547661,"clozapine 200 MG Oral Tablet","Drug","NDC","11-digit NDC",,"00378097302","2020-06-01","2099-12-31",
45534324,"Smoking (tobacco) complicating childbirth","Observation","ICD10CM","6-char billing code",,"O99.334","1970-01-01","2099-12-31",
43277221,"Clozapine 100 MG Oral Tablet [Clopine] Box of 100","Drug","RxNorm Extension","Branded Drug Box","S","OMOP528919","2017-08-24","2099-12-31",
41323973,"Clozapine 50 MG Oral Tablet [LEPONEX] Box of 100 by Novartis","Drug","RxNorm Extension","Marketed Product","S","OMOP2521935","2017-08-24","2099-12-31",
43184127,"Clozapine 25 MG Oral Tablet [CLOZAPINE MYLAN] Box of 14","Drug","RxNorm Extension","Branded Drug Box","S","OMOP494428","2017-08-24","2099-12-31",
21104260,"Clozapine 100 MG Oral Tablet [Denzapine] by Britannia","Drug","RxNorm Extension","Marketed Product","S","OMOP410081","2017-08-24","2099-12-31",
41180553,"Clozapine 50 MG Oral Tablet Box of 1000","Drug","RxNorm Extension","Clinical Drug Box","S","OMOP2378515","2017-08-24","2099-12-31",
46270534,"Ex-smoker for more than 1 year","Observation","SNOMED","Clinical Finding","S","48031000119106","2015-07-31","2099-12-31",
37620366,"clozapine 200 MG Disintegrating Oral Tablet","Drug","NDC","11-digit NDC",,"00093537701","2020-09-01","2099-12-31",
44852992,"lurasidone hydrochloride 80 MG Oral Tablet [Latuda]","Drug","NDC","11-digit NDC",,"63402030801","2010-12-01","2099-12-31",
21084559,"Clozapine 100 MG Oral Tablet [Clozaril] Box of 84","Drug","RxNorm Extension","Branded Drug Box","S","OMOP410092","2017-08-24","2099-12-31",
44070269,"Clozapine Oral Tablet [Auro-Clozapine]","Drug","RxNorm Extension","Branded Drug Form","S","OMOP1064900","2017-08-24","2099-12-31",
44088729,"lurasidone 60 MG Oral Tablet [Latuda] by Sunovion","Drug","RxNorm Extension","Marketed Product","S","OMOP1083360","2017-08-24","2099-12-31",
21123645,"Clozapine 100 MG Oral Tablet [Zaponex] Box of 84","Drug","RxNorm Extension","Branded Drug Box","S","OMOP410098","2017-08-24","2099-12-31",
8716,"Independent Clinic","Visit","CMS Place of Service","Visit","S","49","1970-01-01","2099-12-31",
21114020,"Clozapine 25 MG Oral Tablet [Denzapine] by Britannia","Drug","RxNorm Extension","Marketed Product","S","OMOP410050","2017-08-24","2099-12-31",
41222553,"Clozapine 25 MG Oral Tablet [Clozapin Tad] Box of 20","Drug","RxNorm Extension","Branded Drug Box","S","OMOP2420515","2017-08-24","2099-12-31",
44190451,"2 ML Risperidone 12.5 MG/ML Injection [Risperdal] Box of 5 by Beragena","Drug","RxNorm Extension","Marketed Product","S","OMOP3067174","2017-10-06","2099-12-31",
45195627,"olanzapine 5 MG Oral Tablet [Zyprexa]","Drug","NDC","11-digit NDC",,"00002411530","2007-06-01","2099-12-31",
41128868,"Clozapine 100 MG Oral Tablet [Clozapin 1a Pharma]","Drug","RxNorm Extension","Branded Drug","S","OMOP2326830","2017-08-24","2099-12-31",
