cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
2379,10,2212093701,264,0.9072,0.2901,database_schema
2379,10,2212095701,248,0.8522,0.3549,database_schema
2379,9,2212121701,32,0.11,0.3128,database_schema
2379,10,2212121701,50,0.1718,0.3772,database_schema
2379,3,2212121701,28,0.0962,0.2949,database_schema
2379,10,2212392701,214,0.7354,0.4411,database_schema
2379,10,2212451701,20,0.0687,0.253,database_schema
2379,1,2212648701,267,0.9175,0.2751,database_schema
2379,10,2212648701,284,0.9759,0.1532,database_schema
2379,3,2212648701,251,0.8625,0.3443,database_schema
2379,6,2212648701,198,0.6804,0.4663,database_schema
2379,10,2212762701,5,0.0172,0.1299,database_schema
2379,9,44816350701,64,0.2199,0.4142,database_schema
2379,4,44816350701,18,0.0619,0.2409,database_schema
2379,1,44816350701,58,0.1993,0.3995,database_schema
2379,6,44816350701,16,0.055,0.2279,database_schema
2379,9,2212539701,8,0.0275,0.1635,database_schema
2379,10,2212539701,18,0.0619,0.2409,database_schema
2379,2,2212090701,100,0.3436,0.4749,database_schema
2379,1,2212090701,110,0.378,0.4849,database_schema
2379,5,2212090701,91,0.3127,0.4636,database_schema
2379,2,2212093701,191,0.6564,0.4749,database_schema
2379,1,2212093701,200,0.6873,0.4636,database_schema
2379,5,2212093701,183,0.6289,0.4831,database_schema
2379,4,2212093701,39,0.134,0.3407,database_schema
2379,4,2212095701,33,0.1134,0.3171,database_schema
2379,1,2212095701,175,0.6014,0.4896,database_schema
2379,3,2212095701,111,0.3814,0.4857,database_schema
2379,6,2212095701,32,0.11,0.3128,database_schema
2379,8,2212095701,13,0.0447,0.2066,database_schema
2379,8,2212166701,9,0.0309,0.1731,database_schema
2379,9,2212188701,38,0.1306,0.3369,database_schema
2379,2,2212188701,32,0.11,0.3128,database_schema
2379,8,2212188701,-5,-0.0172,0,database_schema
2379,9,2212238701,41,0.1409,0.3479,database_schema
2379,10,2212238701,104,0.3574,0.4792,database_schema
2379,10,2212241701,20,0.0687,0.253,database_schema
2379,10,2212295701,61,0.2096,0.407,database_schema
2379,1,2212360701,10,0.0344,0.1822,database_schema
2379,10,2212360701,20,0.0687,0.253,database_schema
2379,9,2212360701,11,0.0378,0.1907,database_schema
2379,2,2212360701,8,0.0275,0.1635,database_schema
2379,5,2212360701,8,0.0275,0.1635,database_schema
2379,9,2212392701,144,0.4948,0.5,database_schema
2379,2,2212392701,134,0.4605,0.4984,database_schema
2379,5,2212392701,128,0.4399,0.4964,database_schema
2379,6,2212392701,29,0.0997,0.2995,database_schema
2379,8,2212392701,13,0.0447,0.2066,database_schema
2379,9,2212507701,5,0.0172,0.1299,database_schema
2379,10,2212507701,19,0.0653,0.247,database_schema
2379,9,2212523701,15,0.0515,0.2211,database_schema
2379,9,2212545701,5,0.0172,0.1299,database_schema
2379,10,2212545701,10,0.0344,0.1822,database_schema
2379,10,2212593701,213,0.732,0.4429,database_schema
2379,1,2212593701,148,0.5086,0.4999,database_schema
2379,4,2212593701,24,0.0825,0.2751,database_schema
2379,3,2212593701,90,0.3093,0.4622,database_schema
2379,3,2212649701,46,0.1581,0.3648,database_schema
2379,8,2212649701,15,0.0515,0.2211,database_schema
2379,10,2212996701,78,0.268,0.4429,database_schema
2379,10,2213087701,20,0.0687,0.253,database_schema
2379,10,2213215701,-5,-0.0172,0,database_schema
2379,9,2213288701,8,0.0275,0.1635,database_schema
2379,10,2212168701,131,0.4502,0.4975,database_schema
2379,6,2212649701,12,0.0412,0.1988,database_schema
2379,10,2212337701,62,0.2131,0.4095,database_schema
2379,9,2212381701,-5,-0.0172,0,database_schema
2379,10,2212381701,7,0.0241,0.1532,database_schema
2379,10,2212421701,47,0.1615,0.368,database_schema
2379,9,2212422701,17,0.0584,0.2345,database_schema
2379,9,2212428701,10,0.0344,0.1822,database_schema
2379,10,2212428701,24,0.0825,0.2751,database_schema
2379,9,2212441701,37,0.1271,0.3331,database_schema
2379,10,2212441701,90,0.3093,0.4622,database_schema
2379,10,2212453701,101,0.3471,0.476,database_schema
2379,9,2212531701,9,0.0309,0.1731,database_schema
2379,10,2212605701,104,0.3574,0.4792,database_schema
2379,9,2212659701,-5,-0.0172,0,database_schema
2379,10,2212659701,9,0.0309,0.1731,database_schema
2379,10,2212761701,40,0.1375,0.3443,database_schema
2379,2,4046263701,-5,-0.0172,0,database_schema
2379,1,4046263701,5,0.0172,0.1299,database_schema
2379,5,4046263701,-5,-0.0172,0,database_schema
2379,10,2212825701,13,0.0447,0.2066,database_schema
2379,10,2212835701,25,0.0859,0.2802,database_schema
2379,10,2212880701,10,0.0344,0.1822,database_schema
2379,9,2213115701,16,0.055,0.2279,database_schema
2379,10,40757049701,16,0.055,0.2279,database_schema
2379,9,44816441701,6,0.0206,0.1421,database_schema
2379,2,2212294701,21,0.0722,0.2588,database_schema
2379,1,2212294701,26,0.0893,0.2852,database_schema
2379,10,2212591701,84,0.2887,0.4531,database_schema
2379,10,2212845701,12,0.0412,0.1988,database_schema
2379,4,2212188701,6,0.0206,0.1421,database_schema
2379,3,2212188701,17,0.0584,0.2345,database_schema
2379,6,2212188701,6,0.0206,0.1421,database_schema
2379,4,2212295701,6,0.0206,0.1421,database_schema
2379,2,2212441701,40,0.1375,0.3443,database_schema
2379,5,2212441701,39,0.134,0.3407,database_schema
2379,1,2212169701,-5,-0.0172,0,database_schema
2379,10,2212169701,-5,-0.0172,0,database_schema
2379,9,2212173701,17,0.0584,0.2345,database_schema
2379,1,2212227701,15,0.0515,0.2211,database_schema
2379,5,2212227701,12,0.0412,0.1988,database_schema
2379,10,2212227701,28,0.0962,0.2949,database_schema
2379,10,2212359701,61,0.2096,0.407,database_schema
2379,2,2212589701,15,0.0515,0.2211,database_schema
2379,1,2212589701,18,0.0619,0.2409,database_schema
2379,9,2212591701,31,0.1065,0.3085,database_schema
2379,1,2212601701,12,0.0412,0.1988,database_schema
2379,5,2212601701,7,0.0241,0.1532,database_schema
2379,2,2212605701,43,0.1478,0.3549,database_schema
2379,1,2212605701,49,0.1684,0.3742,database_schema
2379,9,2212605701,55,0.189,0.3915,database_schema
2379,10,2212631701,11,0.0378,0.1907,database_schema
2379,9,2212699701,11,0.0378,0.1907,database_schema
2379,2,2212699701,17,0.0584,0.2345,database_schema
2379,1,2212699701,19,0.0653,0.247,database_schema
2379,5,2212699701,15,0.0515,0.2211,database_schema
2379,1,2212731701,29,0.0997,0.2995,database_schema
2379,5,2212731701,25,0.0859,0.2802,database_schema
2379,10,2212909701,8,0.0275,0.1635,database_schema
2379,9,2212924701,20,0.0687,0.253,database_schema
2379,2,2212984701,13,0.0447,0.2066,database_schema
2379,1,2212984701,14,0.0481,0.214,database_schema
2379,9,2213087701,10,0.0344,0.1822,database_schema
2379,2,2213115701,26,0.0893,0.2852,database_schema
2379,1,2213115701,30,0.1031,0.3041,database_schema
2379,2,2213162701,25,0.0859,0.2802,database_schema
2379,1,2213162701,29,0.0997,0.2995,database_schema
2379,2,40757049701,5,0.0172,0.1299,database_schema
2379,5,40757049701,-5,-0.0172,0,database_schema
2379,5,44816350701,48,0.1649,0.3711,database_schema
2379,2,46257666701,6,0.0206,0.1421,database_schema
2379,6,2212359701,5,0.0172,0.1299,database_schema
2379,2,2212453701,41,0.1409,0.3479,database_schema
2379,3,2212453701,24,0.0825,0.2751,database_schema
2379,5,2212453701,39,0.134,0.3407,database_schema
2379,2,2212591701,38,0.1306,0.3369,database_schema
2379,5,2212591701,37,0.1271,0.3331,database_schema
2379,1,2212099701,41,0.1409,0.3479,database_schema
2379,3,2212166701,34,0.1168,0.3212,database_schema
2379,2,2212168701,61,0.2096,0.407,database_schema
2379,1,2212168701,69,0.2371,0.4253,database_schema
2379,3,2212168701,40,0.1375,0.3443,database_schema
2379,5,2212168701,55,0.189,0.3915,database_schema
2379,9,2212226701,6,0.0206,0.1421,database_schema
2379,3,2212241701,-5,-0.0172,0,database_schema
2379,10,2212242701,13,0.0447,0.2066,database_schema
2379,3,2212294701,11,0.0378,0.1907,database_schema
2379,10,2212333701,39,0.134,0.3407,database_schema
2379,9,2212333701,18,0.0619,0.2409,database_schema
2379,10,2212345701,-5,-0.0172,0,database_schema
2379,10,2212417701,7,0.0241,0.1532,database_schema
2379,5,2212507701,6,0.0206,0.1421,database_schema
2379,10,2212517701,19,0.0653,0.247,database_schema
2379,2,2212531701,11,0.0378,0.1907,database_schema
2379,1,2212531701,12,0.0412,0.1988,database_schema
2379,5,2212531701,11,0.0378,0.1907,database_schema
2379,10,2212979701,-5,-0.0172,0,database_schema
2379,1,2212980701,12,0.0412,0.1988,database_schema
2379,1,2212981701,-5,-0.0172,0,database_schema
2379,10,2212981701,8,0.0275,0.1635,database_schema
2379,2,2212996701,31,0.1065,0.3085,database_schema
2379,1,2212996701,38,0.1306,0.3369,database_schema
2379,10,2213043701,9,0.0309,0.1731,database_schema
2379,1,2213099701,-5,-0.0172,0,database_schema
2379,1,40757083701,-5,-0.0172,0,database_schema
2379,10,2212096701,10,0.0344,0.1822,database_schema
2379,10,2212209701,29,0.0997,0.2995,database_schema
2379,10,2212267701,6,0.0206,0.1421,database_schema
2379,9,2212348701,-5,-0.0172,0,database_schema
2379,10,2212348701,23,0.079,0.2698,database_schema
2379,10,2212371701,17,0.0584,0.2345,database_schema
2379,10,2212471701,7,0.0241,0.1532,database_schema
2379,1,2212602701,9,0.0309,0.1731,database_schema
2379,3,2212602701,5,0.0172,0.1299,database_schema
2379,5,2212602701,7,0.0241,0.1532,database_schema
2379,10,2212602701,11,0.0378,0.1907,database_schema
2379,10,2213191701,-5,-0.0172,0,database_schema
2379,2,704059701,27,0.0928,0.2901,database_schema
2379,4,704059701,6,0.0206,0.1421,database_schema
2379,1,704059701,27,0.0928,0.2901,database_schema
2379,6,704059701,5,0.0172,0.1299,database_schema
2379,1,2212173701,23,0.079,0.2698,database_schema
2379,1,2212427701,22,0.0756,0.2644,database_schema
2379,8,2212637701,5,0.0172,0.1299,database_schema
2379,10,2212637701,10,0.0344,0.1822,database_schema
2379,4,2212637701,-5,-0.0172,0,database_schema
2379,2,2212656701,12,0.0412,0.1988,database_schema
2379,1,2212656701,12,0.0412,0.1988,database_schema
2379,6,2212656701,9,0.0309,0.1731,database_schema
2379,9,40218804701,-5,-0.0172,0,database_schema
2379,10,40218804701,18,0.0619,0.2409,database_schema
2379,5,2212137701,-5,-0.0172,0,database_schema
2379,10,2212137701,-5,-0.0172,0,database_schema
2379,6,2212166701,7,0.0241,0.1532,database_schema
2379,2,2212173701,21,0.0722,0.2588,database_schema
2379,5,2212173701,19,0.0653,0.247,database_schema
2379,5,2212295701,24,0.0825,0.2751,database_schema
2379,9,2212359701,28,0.0962,0.2949,database_schema
2379,8,2212359701,-5,-0.0172,0,database_schema
2379,3,2212589701,8,0.0275,0.1635,database_schema
2379,6,2212589701,-5,-0.0172,0,database_schema
2379,4,2212601701,-5,-0.0172,0,database_schema
2379,9,2212601701,-5,-0.0172,0,database_schema
2379,10,2212632701,19,0.0653,0.247,database_schema
2379,2,2212632701,7,0.0241,0.1532,database_schema
2379,3,2212632701,-5,-0.0172,0,database_schema
2379,5,2212632701,7,0.0241,0.1532,database_schema
2379,2,2212643701,-5,-0.0172,0,database_schema
2379,2,2212742701,16,0.055,0.2279,database_schema
2379,1,2212742701,17,0.0584,0.2345,database_schema
2379,3,2212742701,7,0.0241,0.1532,database_schema
2379,5,2212742701,15,0.0515,0.2211,database_schema
2379,10,2212998701,18,0.0619,0.2409,database_schema
2379,9,2213031701,12,0.0412,0.1988,database_schema
2379,10,2213122701,6,0.0206,0.1421,database_schema
2379,3,2213162701,13,0.0447,0.2066,database_schema
2379,10,2213173701,6,0.0206,0.1421,database_schema
2379,10,2213181701,17,0.0584,0.2345,database_schema
2379,9,2617239701,6,0.0206,0.1421,database_schema
2379,10,2617239701,9,0.0309,0.1731,database_schema
2379,5,704059701,24,0.0825,0.2751,database_schema
2379,9,2212585701,5,0.0172,0.1299,database_schema
2379,10,2212585701,15,0.0515,0.2211,database_schema
2379,1,42742380701,24,0.0825,0.2751,database_schema
2379,1,2212638701,10,0.0344,0.1822,database_schema
2379,5,2212638701,10,0.0344,0.1822,database_schema
2379,10,4326835701,28,0.0962,0.2949,database_schema
2379,2,2212092701,8,0.0275,0.1635,database_schema
2379,10,2212113701,62,0.2131,0.4095,database_schema
2379,9,2212113701,40,0.1375,0.3443,database_schema
2379,2,2212121701,35,0.1203,0.3253,database_schema
2379,4,2212121701,6,0.0206,0.1421,database_schema
2379,1,2212121701,39,0.134,0.3407,database_schema
2379,9,2212648701,260,0.8935,0.3085,database_schema
2379,2,2212648701,263,0.9038,0.2949,database_schema
2379,5,2212648701,251,0.8625,0.3443,database_schema
2379,4,2212648701,206,0.7079,0.4547,database_schema
2379,8,2212648701,201,0.6907,0.4622,database_schema
2379,7,2212648701,28,0.0962,0.2949,database_schema
2379,10,2212984701,34,0.1168,0.3212,database_schema
2379,10,2212990701,33,0.1134,0.3171,database_schema
2379,10,44816350701,112,0.3849,0.4866,database_schema
2379,2,44816350701,57,0.1959,0.3969,database_schema
2379,3,44816350701,41,0.1409,0.3479,database_schema
2379,7,44816350701,-5,-0.0172,0,database_schema
2379,8,44816350701,19,0.0653,0.247,database_schema
2379,9,2212093701,180,0.6186,0.4857,database_schema
2379,9,2212095701,161,0.5533,0.4972,database_schema
2379,9,2212090701,88,0.3024,0.4593,database_schema
2379,10,2212090701,170,0.5842,0.4929,database_schema
2379,3,2212093701,138,0.4742,0.4993,database_schema
2379,8,2212093701,35,0.1203,0.3253,database_schema
2379,6,2212093701,37,0.1271,0.3331,database_schema
2379,2,2212095701,158,0.543,0.4982,database_schema
2379,5,2212095701,143,0.4914,0.4999,database_schema
2379,9,2212166701,59,0.2027,0.402,database_schema
2379,10,2212166701,136,0.4674,0.4989,database_schema
2379,10,2212188701,71,0.244,0.4295,database_schema
2379,1,2212188701,35,0.1203,0.3253,database_schema
2379,5,2212188701,29,0.0997,0.2995,database_schema
2379,9,2212295701,30,0.1031,0.3041,database_schema
2379,1,2212392701,144,0.4948,0.5,database_schema
2379,4,2212392701,31,0.1065,0.3085,database_schema
2379,3,2212392701,97,0.3333,0.4714,database_schema
2379,10,2212523701,44,0.1512,0.3582,database_schema
2379,9,2212593701,116,0.3986,0.4896,database_schema
2379,2,2212593701,134,0.4605,0.4984,database_schema
2379,5,2212593701,125,0.4296,0.495,database_schema
2379,6,2212593701,23,0.079,0.2698,database_schema
2379,9,2212649701,66,0.2268,0.4188,database_schema
2379,10,2212649701,141,0.4845,0.4998,database_schema
2379,2,2212649701,65,0.2234,0.4165,database_schema
2379,1,2212649701,78,0.268,0.4429,database_schema
2379,5,2212649701,61,0.2096,0.407,database_schema
2379,10,2212885701,16,0.055,0.2279,database_schema
2379,10,2212887701,21,0.0722,0.2588,database_schema
2379,10,2212924701,52,0.1787,0.3831,database_schema
2379,9,2212996701,29,0.0997,0.2995,database_schema
2379,10,2213288701,15,0.0515,0.2211,database_schema
2379,10,2212615701,22,0.0756,0.2644,database_schema
2379,4,2212649701,12,0.0412,0.1988,database_schema
2379,10,2213115701,45,0.1546,0.3616,database_schema
2379,10,2213162701,45,0.1546,0.3616,database_schema
2379,10,2617206701,21,0.0722,0.2588,database_schema
2379,9,2212091701,22,0.0756,0.2644,database_schema
2379,10,2212091701,41,0.1409,0.3479,database_schema
2379,9,2212300701,35,0.1203,0.3253,database_schema
2379,10,2212300701,95,0.3265,0.4689,database_schema
2379,9,2212337701,21,0.0722,0.2588,database_schema
2379,9,2212421701,24,0.0825,0.2751,database_schema
2379,10,2212422701,38,0.1306,0.3369,database_schema
2379,9,2212427701,16,0.055,0.2279,database_schema
2379,10,2212427701,48,0.1649,0.3711,database_schema
2379,9,2212453701,34,0.1168,0.3212,database_schema
2379,10,2212531701,29,0.0997,0.2995,database_schema
2379,10,2212654701,6,0.0206,0.1421,database_schema
2379,9,2212991701,6,0.0206,0.1421,database_schema
2379,10,2212991701,16,0.055,0.2279,database_schema
2379,10,4046263701,19,0.0653,0.247,database_schema
2379,8,2212121701,8,0.0275,0.1635,database_schema
2379,5,2212121701,33,0.1134,0.3171,database_schema
2379,9,2212168701,61,0.2096,0.407,database_schema
2379,10,2212589701,26,0.0893,0.2852,database_schema
2379,10,2212601701,15,0.0515,0.2211,database_schema
2379,9,2212825701,6,0.0206,0.1421,database_schema
2379,9,2212835701,5,0.0172,0.1299,database_schema
2379,9,2212879701,5,0.0172,0.1299,database_schema
2379,10,2212879701,10,0.0344,0.1822,database_schema
2379,9,2212880701,5,0.0172,0.1299,database_schema
2379,9,2212884701,7,0.0241,0.1532,database_schema
2379,10,2212884701,14,0.0481,0.214,database_schema
2379,9,2213162701,16,0.055,0.2279,database_schema
2379,9,40757049701,7,0.0241,0.1532,database_schema
2379,10,44816441701,19,0.0653,0.247,database_schema
2379,10,704059701,78,0.268,0.4429,database_schema
2379,10,2212092701,21,0.0722,0.2588,database_schema
2379,10,2212099701,77,0.2646,0.4411,database_schema
2379,9,2212294701,26,0.0893,0.2852,database_schema
2379,10,2212294701,64,0.2199,0.4142,database_schema
2379,5,2212294701,21,0.0722,0.2588,database_schema
2379,10,2212367701,49,0.1684,0.3742,database_schema
2379,10,2212542701,30,0.1031,0.3041,database_schema
2379,10,2212980701,33,0.1134,0.3171,database_schema
2379,3,2212090701,55,0.189,0.3915,database_schema
2379,2,2212295701,27,0.0928,0.2901,database_schema
2379,1,2212295701,29,0.0997,0.2995,database_schema
2379,3,2212295701,19,0.0653,0.247,database_schema
2379,6,2212295701,6,0.0206,0.1421,database_schema
2379,3,2212360701,5,0.0172,0.1299,database_schema
2379,9,2212367701,23,0.079,0.2698,database_schema
2379,1,2212441701,49,0.1684,0.3742,database_schema
2379,2,2212924701,14,0.0481,0.214,database_schema
2379,1,2212924701,19,0.0653,0.247,database_schema
2379,3,2212924701,10,0.0344,0.1822,database_schema
2379,10,2212173701,32,0.11,0.3128,database_schema
2379,2,2212227701,14,0.0481,0.214,database_schema
2379,2,2212359701,24,0.0825,0.2751,database_schema
2379,1,2212359701,31,0.1065,0.3085,database_schema
2379,5,2212359701,21,0.0722,0.2588,database_schema
2379,5,2212589701,13,0.0447,0.2066,database_schema
2379,2,2212601701,9,0.0309,0.1731,database_schema
2379,5,2212605701,41,0.1409,0.3479,database_schema
2379,10,2212643701,20,0.0687,0.253,database_schema
2379,10,2212699701,29,0.0997,0.2995,database_schema
2379,2,2212731701,25,0.0859,0.2802,database_schema
2379,10,2212731701,65,0.2234,0.4165,database_schema
2379,9,2212731701,23,0.079,0.2698,database_schema
2379,9,2212742701,17,0.0584,0.2345,database_schema
2379,10,2212742701,46,0.1581,0.3648,database_schema
2379,9,2212830701,5,0.0172,0.1299,database_schema
2379,10,2212830701,16,0.055,0.2279,database_schema
2379,2,2212835701,11,0.0378,0.1907,database_schema
2379,1,2212835701,17,0.0584,0.2345,database_schema
2379,5,2212835701,9,0.0309,0.1731,database_schema
2379,9,2212885701,6,0.0206,0.1421,database_schema
2379,9,2212887701,11,0.0378,0.1907,database_schema
2379,10,2212890701,-5,-0.0172,0,database_schema
2379,10,2212918701,5,0.0172,0.1299,database_schema
2379,5,2212984701,12,0.0412,0.1988,database_schema
2379,5,2213115701,22,0.0756,0.2644,database_schema
2379,5,2213162701,21,0.0722,0.2588,database_schema
2379,1,40757049701,8,0.0275,0.1635,database_schema
2379,1,46257666701,6,0.0206,0.1421,database_schema
2379,5,46257666701,6,0.0206,0.1421,database_schema
2379,10,46257666701,23,0.079,0.2698,database_schema
2379,4,2212359701,5,0.0172,0.1299,database_schema
2379,3,2212359701,13,0.0447,0.2066,database_schema
2379,1,2212453701,52,0.1787,0.3831,database_schema
2379,1,2212591701,47,0.1615,0.368,database_schema
2379,3,2212591701,20,0.0687,0.253,database_schema
2379,8,2212656701,11,0.0378,0.1907,database_schema
2379,10,2212656701,19,0.0653,0.247,database_schema
2379,8,2212090701,15,0.0515,0.2211,database_schema
2379,2,2212099701,33,0.1134,0.3171,database_schema
2379,5,2212099701,30,0.1031,0.3041,database_schema
2379,2,2212166701,60,0.2062,0.4046,database_schema
2379,1,2212166701,71,0.244,0.4295,database_schema
2379,5,2212166701,57,0.1959,0.3969,database_schema
2379,10,2212226701,18,0.0619,0.2409,database_schema
2379,9,2212227701,9,0.0309,0.1731,database_schema
2379,2,2212238701,46,0.1581,0.3648,database_schema
2379,1,2212238701,52,0.1787,0.3831,database_schema
2379,3,2212238701,24,0.0825,0.2751,database_schema
2379,5,2212238701,45,0.1546,0.3616,database_schema
2379,2,2212241701,6,0.0206,0.1421,database_schema
2379,1,2212241701,8,0.0275,0.1635,database_schema
2379,5,2212241701,6,0.0206,0.1421,database_schema
2379,2,2212507701,8,0.0275,0.1635,database_schema
2379,1,2212507701,11,0.0378,0.1907,database_schema
2379,3,2212507701,7,0.0241,0.1532,database_schema
2379,10,2212599701,8,0.0275,0.1635,database_schema
2379,9,2212643701,7,0.0241,0.1532,database_schema
2379,9,2212656701,14,0.0481,0.214,database_schema
2379,10,2212748701,-5,-0.0172,0,database_schema
2379,2,2212980701,10,0.0344,0.1822,database_schema
2379,3,2212980701,5,0.0172,0.1299,database_schema
2379,5,2212980701,10,0.0344,0.1822,database_schema
2379,1,2212982701,-5,-0.0172,0,database_schema
2379,10,2212982701,7,0.0241,0.1532,database_schema
2379,10,2212988701,7,0.0241,0.1532,database_schema
2379,3,2212996701,19,0.0653,0.247,database_schema
2379,5,2212996701,25,0.0859,0.2802,database_schema
2379,10,2213027701,9,0.0309,0.1731,database_schema
2379,10,2213039701,24,0.0825,0.2751,database_schema
2379,1,2213097701,-5,-0.0172,0,database_schema
2379,10,2213097701,7,0.0241,0.1532,database_schema
2379,10,2213099701,8,0.0275,0.1635,database_schema
2379,10,2314059701,-5,-0.0172,0,database_schema
2379,10,40757083701,8,0.0275,0.1635,database_schema
2379,10,46257424701,-5,-0.0172,0,database_schema
2379,10,2212198701,-5,-0.0172,0,database_schema
2379,9,2212209701,15,0.0515,0.2211,database_schema
2379,10,2212597701,25,0.0859,0.2802,database_schema
2379,10,2212598701,30,0.1031,0.3041,database_schema
2379,2,2212602701,7,0.0241,0.1532,database_schema
2379,10,2212611701,36,0.1237,0.3293,database_schema
2379,8,2212731701,5,0.0172,0.1299,database_schema
2379,10,2213130701,7,0.0241,0.1532,database_schema
2379,10,42742380701,53,0.1821,0.386,database_schema
2379,3,704059701,19,0.0653,0.247,database_schema
2379,9,704059701,29,0.0997,0.2995,database_schema
2379,2,2212637701,5,0.0172,0.1299,database_schema
2379,1,2212637701,5,0.0172,0.1299,database_schema
2379,3,2212637701,5,0.0172,0.1299,database_schema
2379,6,2212637701,-5,-0.0172,0,database_schema
2379,4,2212656701,9,0.0309,0.1731,database_schema
2379,3,2212656701,11,0.0378,0.1907,database_schema
2379,1,2212737701,16,0.055,0.2279,database_schema
2379,10,2212737701,30,0.1031,0.3041,database_schema
2379,1,2212761701,16,0.055,0.2279,database_schema
2379,2,2212137701,-5,-0.0172,0,database_schema
2379,1,2212137701,-5,-0.0172,0,database_schema
2379,4,2212166701,8,0.0275,0.1635,database_schema
2379,10,2212167701,41,0.1409,0.3479,database_schema
2379,9,2212167701,18,0.0619,0.2409,database_schema
2379,3,2212173701,13,0.0447,0.2066,database_schema
2379,8,2212173701,6,0.0206,0.1421,database_schema
2379,4,2212589701,-5,-0.0172,0,database_schema
2379,9,2212589701,6,0.0206,0.1421,database_schema
2379,3,2212601701,-5,-0.0172,0,database_schema
2379,2,2212631701,-5,-0.0172,0,database_schema
2379,1,2212631701,-5,-0.0172,0,database_schema
2379,3,2212631701,-5,-0.0172,0,database_schema
2379,5,2212631701,-5,-0.0172,0,database_schema
2379,9,2212631701,5,0.0172,0.1299,database_schema
2379,9,2212632701,11,0.0378,0.1907,database_schema
2379,1,2212632701,8,0.0275,0.1635,database_schema
2379,1,2212643701,6,0.0206,0.1421,database_schema
2379,3,2212643701,-5,-0.0172,0,database_schema
2379,5,2212643701,-5,-0.0172,0,database_schema
2379,3,2212731701,13,0.0447,0.2066,database_schema
2379,9,2212845701,-5,-0.0172,0,database_schema
2379,9,2212990701,13,0.0447,0.2066,database_schema
2379,9,2212998701,7,0.0241,0.1532,database_schema
2379,10,2213031701,33,0.1134,0.3171,database_schema
2379,2,2213044701,-5,-0.0172,0,database_schema
2379,1,2213044701,-5,-0.0172,0,database_schema
2379,3,2213044701,-5,-0.0172,0,database_schema
2379,10,2213044701,9,0.0309,0.1731,database_schema
2379,10,2213108701,6,0.0206,0.1421,database_schema
2379,3,2213115701,13,0.0447,0.2066,database_schema
2379,10,2212568701,-5,-0.0172,0,database_schema
2379,1,2212598701,14,0.0481,0.214,database_schema
2379,1,2212887701,5,0.0172,0.1299,database_schema
2379,9,2212980701,8,0.0275,0.1635,database_schema
2379,9,2212984701,12,0.0412,0.1988,database_schema
2379,9,2213039701,7,0.0241,0.1532,database_schema
2379,9,2212638701,11,0.0378,0.1907,database_schema
2379,10,2212638701,24,0.0825,0.2751,database_schema
2379,2,2212638701,10,0.0344,0.1822,database_schema
2379,1,2212092701,10,0.0344,0.1822,database_schema
2379,5,2212092701,8,0.0275,0.1635,database_schema
2379,2,2212186701,-5,-0.0172,0,database_schema
2379,1,2212290701,21,0.0722,0.2588,database_schema
2379,10,2212290701,44,0.1512,0.3582,database_schema
2379,2,2212290701,16,0.055,0.2279,database_schema
2379,1,2212367701,22,0.0756,0.2644,database_schema
2379,1,2212414701,6,0.0206,0.1421,database_schema
2379,10,2212414701,13,0.0447,0.2066,database_schema
2379,1,2212417701,-5,-0.0172,0,database_schema
2379,10,2212470701,43,0.1478,0.3549,database_schema
2379,2,2212545701,-5,-0.0172,0,database_schema
2379,1,2212545701,-5,-0.0172,0,database_schema
2379,2,2212611701,13,0.0447,0.2066,database_schema
2379,1,2212753701,8,0.0275,0.1635,database_schema
2379,10,2212753701,20,0.0687,0.253,database_schema
2379,10,2212769701,-5,-0.0172,0,database_schema
2379,10,2212778701,-5,-0.0172,0,database_schema
2379,1,2212824701,5,0.0172,0.1299,database_schema
2379,2,2213039701,10,0.0344,0.1822,database_schema
2379,5,2213288701,5,0.0172,0.1299,database_schema
2379,10,42742302701,-5,-0.0172,0,database_schema
2379,4,2212113701,13,0.0447,0.2066,database_schema
2379,5,2212113701,41,0.1409,0.3479,database_schema
2379,1,2212597701,11,0.0378,0.1907,database_schema
2379,5,2212598701,8,0.0275,0.1635,database_schema
2379,6,2212090701,16,0.055,0.2279,database_schema
2379,3,2212099701,16,0.055,0.2279,database_schema
2379,9,42742380701,23,0.079,0.2698,database_schema
2379,9,2617206701,6,0.0206,0.1421,database_schema
2379,5,2212300701,35,0.1203,0.3253,database_schema
2379,1,2213043701,-5,-0.0172,0,database_schema
2379,5,2213043701,-5,-0.0172,0,database_schema
2379,9,4046263701,8,0.0275,0.1635,database_schema
2379,10,2212571701,16,0.055,0.2279,database_schema
2379,9,2212571701,5,0.0172,0.1299,database_schema
2379,2,4326835701,11,0.0378,0.1907,database_schema
2379,5,4326835701,9,0.0309,0.1731,database_schema
2379,10,2212136701,-5,-0.0172,0,database_schema
2379,2,2212165701,-5,-0.0172,0,database_schema
2379,1,2212165701,-5,-0.0172,0,database_schema
2379,10,2212165701,8,0.0275,0.1635,database_schema
2379,3,2212167701,15,0.0515,0.2211,database_schema
2379,5,2212167701,21,0.0722,0.2588,database_schema
2379,10,2213012701,5,0.0172,0.1299,database_schema
2379,4,2213031701,-5,-0.0172,0,database_schema
2379,3,2213039701,-5,-0.0172,0,database_schema
2379,2,2213216701,5,0.0172,0.1299,database_schema
2379,10,2212508701,-5,-0.0172,0,database_schema
2379,4,2212168701,14,0.0481,0.214,database_schema
