"concept_id","concept_synonym_name","language_concept_id"
764195,"Tobacco use in mother complicating puerperium (finding)",4180186
4036557,"Never used moist powdered tobacco (finding)",4180186
4184633,"Exposed to second hand tobacco smoke",4180186
4184633,"Involuntary smoker",4180186
4184633,"Exposed to environmental tobacco smoke",4180186
4184633,"Exposed to tobacco smoke",4180186
4184633,"Passive smoker (finding)",4180186
4184633,"ETS - Exposed to tobacco smoke",4180186
4141786,"Tobacco smoking consumption unknown (finding)",4180186
4141786,"Tobacco smoking status unknown",4180186
44802805,"Recently stopped smoking (finding)",4180186
44789712,"Wants to stop smoking (finding)",4180186
4092281,"Ex-cigarette smoker (finding)",4180186
764198,"Tobacco smoking in mother complicating childbirth (finding)",4180186
35610349,"Ex-trivial smoker (<1/day) (finding)",4180186
4052032,"Stopped smoking (finding)",4180186
764151,"Smokeless tobacco non-user (finding)",4180186
4222303,"Non-smoker (finding)",4180186
4058137,"Trying to give up smoking (finding)",4180186
4052031,"Tobacco consumption unknown (finding)",4180186
42536346,"Ex-smoker for less than 1 year (finding)",4180186
4036562,"Exposed to tobacco smoke at work (finding)",4180186
4043055,"Does not use moist powdered tobacco (finding)",4180186
42709996,"Daily tobacco smoker",4180186
42709996,"Smokes tobacco daily (finding)",4180186
42709996,"Current every day smoker",4180186
4052464,"Current non-smoker (finding)",4180186
4043058,"Finding relating to tobacco chewing (finding)",4180186
4043058,"Tobacco chewing",4180186
4043059,"Ex-tobacco chewer (finding)",4180186
4052465,"Ex-pipe smoker (finding)",4180186
4036090,"Never chewed tobacco (finding)",4180186
4237392,"Intolerant non-smoker (finding)",4180186
40486722,"Stopped smoking before pregnancy (finding)",4180186
764196,"Tobacco use in mother complicating pregnancy (finding)",4180186
44802113,"Ex roll-up cigarette smoker (finding)",4180186
4233854,"Aggressive non-smoker (finding)",4180186
4022662,"Non-smoker for personal reasons (finding)",4180186
35610339,"Ex-smoker amount unknown (finding)",4180186
764150,"Tobacco non-user (finding)",4180186
4141784,"Ex-very heavy cigarette smoker (40+/day) (finding)",4180186
46273081,"No known exposure to tobacco smoke (finding)",4180186
4310250,"Cessation of smoking",4180186
4310250,"Ex-smoker (finding)",4180186
4310250,"Past tobacco smoker",4180186
45765917,"Ex-tobacco user (finding)",4180186
40486721,"Stopped smoking during pregnancy (finding)",4180186
35610340,"Ex-very heavy smoker (40+/day) (finding)",4180186
46270534,"Ex-smoker for more than 1 year (finding)",4180186
46275751,"Abilify 7.5 MG/ML Injection",4180186
